trunk_angle,head_forward,shoulder_tilt,trunk_variance,label
83.73902779299083,0.0127377964906402,0.2490400113165378,30.046893290073644,needs_correction
3.724192654153412,0.2577211403986439,0.0596226751804351,4.4130927882879085,proper
77.67234126075248,1.240919176501713,0.2901591956615448,12.973237605469867,needs_correction
9.759276027562096,0.2838000357151031,0.0657977759838104,2.93474755831076,proper
9.819596069034803,0.2843930162489414,0.0637724399566651,2.982687837137283,proper
16.946945255376587,0.2737470157444477,0.0559809207916259,95.46140733055054,needs_correction
4.8674324047178175,0.2887498540803789,0.0796291530132294,1.3843162081483074,proper
15.918751741404026,0.2820603474974632,0.0341803729534148,108.0472545177115,needs_correction
10.588264600720365,0.2349189221858978,0.0527085661888123,1.1330640954853406,needs_correction
37.04520598300925,0.2557407319545746,0.0127121508121491,3.632008292389247,needs_correction
5.74644107957066,0.2306993901729582,0.0162436068058013,0.0,proper
67.88474783439278,1.7752276055554466,0.7898798137903214,135.2651454138277,proper
3.243259624716281,0.2985462406650185,0.0466701984405517,0.8661405568435391,proper
70.74952250437785,0.4792582444525452,0.190793561283499,30.62047739377349,needs_correction
29.736203683461117,0.2369153313338757,0.1113418340682982,0.0049338897701216,needs_correction
11.249399929024335,0.2610281510278582,0.0635195970535277,0.8845835965190855,needs_correction
15.083623587684723,0.2815679423511028,0.0484071969985961,104.28989616406598,needs_correction
18.06915627715659,0.2878349646925926,0.0748254358768463,305.5995778921706,needs_correction
0.6110899971265642,0.2945099612697959,0.0440782606601715,6.935146609587021,proper
33.027400326678865,0.2620385289192199,0.1463463604450225,0.0,needs_correction
1.6181104971393367,0.25389323849231,0.0192108452320098,3.002146671205439,proper
4.281079400142208,0.2640425921417771,0.076887309551239,4.235673481898457,proper
3.9681799188788833,0.289932576008141,0.0747012495994567,0.470066865667002,proper
85.36352465641613,0.3759307744388577,0.5499703213572502,119.02711275847174,needs_correction
14.313424860623549,0.2661485145799815,0.0621013641357421,8.026937555345972,proper
49.18428592838817,0.202243033092666,0.0604863762855529,544.7597198502041,proper
